N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score
314,6.07E+13,60670066001,6067006600,3478,-121.4408409,38.62955739,6,67,6600,1013,6.07E+13,Block 1013,G5040,U,77068,U,S,7794,0,38.6296481,-121.4407806,6.07E+13,6.07E+13,6.07E+13,60670066001,60670066001,60670066001,0.286110201,0.295396074,0.306128005,1,1,1,0.88763428,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.947252747,0.889240506,0.156043956,0.295929593,0.963583467,0.219172764,0.272527194
315,6.07E+13,60670066004,6067006600,3424,-121.4407011,38.62236121,6,67,6600,4004,6.07E+13,Block 4004,G5040,U,77068,U,S,40456,0,38.6228901,-121.4403761,6.07E+13,6.07E+13,6.07E+13,60670066004,60670066004,60670066003,0.292570009,0.302558389,0.326044018,1,1,1,0.921172415,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.861538462,0.889240506,0.040659341,0.138613861,0.527989567,0.212249687,0.265604117
316,6.07E+13,60670066005,6067006600,3369,-121.4497581,38.61505534,6,67,6600,5014,6.07E+13,Block 5014,G5040,U,77068,U,S,21067,0,38.6154139,-121.449221,6.07E+13,6.07E+13,6.07E+13,60670066005,60670066005,60670068003,0.195615411,0.205318192,0.202491194,1,1,1,0.603424797,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.828571429,0.889240506,0.126373626,0.421342134,0.804825441,0.217392544,0.270746975
317,6.07E+13,60670067011,6067006701,3585,-121.4687215,38.64361848,6,67,6701,1002,6.07E+13,Block 1002,G5040,U,77068,U,S,98668,0,38.643534,-121.4679425,6.07E+13,6.07E+13,6.07E+13,60670067011,60670067021,60670067011,0.395067375,0.41760133,0.489820674,1,1,1,1.302489379,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.983516484,0.908227848,0.608791209,0.924092409,0,0.207033802,0.261527473
318,6.07E+13,60670067011,6067006701,3586,-121.4595212,38.64372962,6,67,6701,1008,6.07E+13,Block 1008,G5040,U,77068,U,S,28393,0,38.6431083,-121.4602039,6.07E+13,6.07E+13,6.07E+13,60670067011,60670067011,60670067011,0.142605768,0.148005497,0.153541424,1,1,1,0.444152689,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.983516484,0.908227848,0.608791209,0.924092409,0.887389647,0.207033802,0.261527473
319,6.07E+13,60670067012,6067006701,3643,-121.4596629,38.65092582,6,67,6701,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,261166,0,38.6515594,-121.4593672,6.07E+13,6.07E+13,6.07E+13,60670067012,60670067012,60670067012,0.276600159,0.300573531,0.476270879,1,1,1,1.053444569,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.816483516,0.908227848,0.762637363,0.314631463,0.389195425,0.216264571,0.270758242
320,6.07E+13,60670067012,6067006701,3642,-121.4688641,38.65081467,6,67,6701,2007,6.07E+13,Block 2007,G5040,U,77068,U,S,27315,0,38.6510686,-121.4668652,6.07E+13,6.07E+13,6.07E+13,60670067012,60670067012,60670067012,0.478883073,0.465321213,0.573827276,1,1,1,0.708153214,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.816483516,0.908227848,0.762637363,0.314631463,0.909359952,0.216264571,0.270758242
321,6.07E+13,60670067014,6067006701,3587,-121.4503209,38.64384006,6,67,6701,4007,6.07E+13,Block 4007,G5040,U,77068,U,S,22018,0,38.6437196,-121.450022,6.07E+13,6.07E+13,6.07E+13,60670067014,60670067014,60670067014,0.279185949,0.293692747,0.287272514,1,1,1,0.86015121,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.991208791,0.908227848,0.391208791,0.683168317,0.553420947,0.193978857,0.248472527
322,6.07E+13,60670067021,6067006702,3529,-121.4593796,38.63653343,6,67,6702,1012,6.07E+13,Block 1012,G5040,U,77068,U,S,361114,0,38.636325,-121.4638627,6.07E+13,6.07E+13,6.07E+13,60670067021,60670067021,60670067021,0.134746935,0.142587925,0.16999268,1,1,1,0.44732754,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.802197802,0.205696203,0.195604396,0.811881188,0.67867175,0.217938795,0.230280568
323,6.07E+13,60670067021,6067006702,3476,-121.459238,38.62933726,6,67,6702,1019,6.07E+13,Block 1019,G5040,U,77068,U,S,95009,0,38.6294077,-121.4600617,6.07E+13,6.07E+13,6.07E+13,60670067021,60670067024,60670067024,0.056417332,0.064657421,0.164533339,1,1,1,0.285608092,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.802197802,0.205696203,0.195604396,0.811881188,0.482694623,0.217938795,0.230280568
